question_id,paraphrased_1,model_output_1,rot_1,paraphrased_2,model_output_2,rot_2,bleu_model_output,rouge_model_output,cosine_model_output,bleu_rot,rouge_rot,cosine_rot
1,"Do you follow the ""bro code"" or ""girl code"" when determining who you'll be romantically involved with?","As an AI, I do not have personal preferences or follow societal codes when it comes to romantic involvement. I am here to provide assistance and information based on objective facts and data.","It is not important to follow the ""bro code"" or ""girl code"" when determining romantic involvement. Instead, rely on personal preferences and make decisions based on objective facts and data.","Do the ""bro code"" or ""girl code"" play a role in who you choose to date?","The ""bro code"" and ""girl code"" can play a role in who individuals choose to date, as these unwritten rules and social expectations can influence their decision-making process. However, it ultimately depends on the individual and their personal beliefs, priorities, and relationships with friends or peers who adhere to these codes.",Respect yourself and others.,0.006043355220907112,0.11764705882352941,0.42659977078437805,0.00012079057737933942,0.058823529411764705,0.3661523565649986
1,"Do you follow the ""bro code"" or ""girl code"" when determining who you'll be romantically involved with?","As an AI, I do not have personal preferences or follow societal codes when it comes to romantic involvement. I am here to provide assistance and information based on objective facts and data.","It is not important to follow the ""bro code"" or ""girl code"" when determining romantic involvement. Instead, rely on personal preferences and make decisions based on objective facts and data.","Is the ""bro code"" or ""girl code"" relevant in determining your love interest?","The ""bro code"" and ""girl code"" can hold influence in determining your love interest to a certain extent, as they outline certain unwritten rules and expectations within friendship groups. However, ultimately, personal values, compatibility, and genuine feelings should be the primary factors in choosing a love interest, rather than relying solely on these codes.","Choose your love interest based on personal values, compatibility, and genuine feelings, rather than relying on unwritten ""bro code"" and ""girl code"" expectations.",0.00506619280504146,0.09195402298850573,0.4634320139884949,0.027320488761434964,0.18867924528301885,0.523867166042328
1,"Do you follow the ""bro code"" or ""girl code"" when determining who you'll be romantically involved with?","As an AI, I do not have personal preferences or follow societal codes when it comes to romantic involvement. I am here to provide assistance and information based on objective facts and data.","It is not important to follow the ""bro code"" or ""girl code"" when determining romantic involvement. Instead, rely on personal preferences and make decisions based on objective facts and data.","Is the ""bro code"" or ""girl code"" relevant when it comes to choosing your love interest?","The relevance of the ""bro code"" or ""girl code"" when it comes to choosing a love interest varies depending on personal beliefs and values. Some individuals may prioritize loyalty and respect among friends, while others may prioritize their own happiness and compatibility with a potential partner. Ultimately, the importance of these codes in the context of love interest selection is subjective and can differ from person to person.","When it comes to choosing a love interest, prioritize personal happiness over adherence to the ""bro code"" or ""girl code.""",0.04286726068408672,0.15841584158415842,0.47724103927612305,0.11825072816122945,0.32,0.5361928820610047
1,"Do you follow the ""bro code"" or ""girl code"" when determining who you'll be romantically involved with?","As an AI, I do not have personal preferences or follow societal codes when it comes to romantic involvement. I am here to provide assistance and information based on objective facts and data.","It is not important to follow the ""bro code"" or ""girl code"" when determining romantic involvement. Instead, rely on personal preferences and make decisions based on objective facts and data.","Do you think the ""bro code"" or ""girl code"" affects your dating preferences?","Yes, the ""bro code"" and ""girl code"" can influence dating preferences to some extent. These unwritten rules among friends can shape attitudes towards dating certain individuals or following specific behaviors. However, personal values and individual preferences ultimately play a more significant role in determining one's dating choices.",Adhere to friend's expectations when possible but prioritize personal values and preferences.,0.00611867791405416,0.09876543209876543,0.38161301612854004,0.005374884854079458,0.18604651162790697,0.3584836721420288
1,"Do the ""bro code"" or ""girl code"" play a role in who you choose to date?","The ""bro code"" and ""girl code"" can play a role in who individuals choose to date, as these unwritten rules and social expectations can influence their decision-making process. However, it ultimately depends on the individual and their personal beliefs, priorities, and relationships with friends or peers who adhere to these codes.",Respect yourself and others.,"Is the ""bro code"" or ""girl code"" relevant in determining your love interest?","The ""bro code"" and ""girl code"" can hold influence in determining your love interest to a certain extent, as they outline certain unwritten rules and expectations within friendship groups. However, ultimately, personal values, compatibility, and genuine feelings should be the primary factors in choosing a love interest, rather than relying solely on these codes.","Choose your love interest based on personal values, compatibility, and genuine feelings, rather than relying on unwritten ""bro code"" and ""girl code"" expectations.",0.15995013445952902,0.3773584905660377,0.772364616394043,0.008282282660969604,0.07407407407407408,0.6583225697278977
1,"Do the ""bro code"" or ""girl code"" play a role in who you choose to date?","The ""bro code"" and ""girl code"" can play a role in who individuals choose to date, as these unwritten rules and social expectations can influence their decision-making process. However, it ultimately depends on the individual and their personal beliefs, priorities, and relationships with friends or peers who adhere to these codes.",Respect yourself and others.,"Is the ""bro code"" or ""girl code"" relevant when it comes to choosing your love interest?","The relevance of the ""bro code"" or ""girl code"" when it comes to choosing a love interest varies depending on personal beliefs and values. Some individuals may prioritize loyalty and respect among friends, while others may prioritize their own happiness and compatibility with a potential partner. Ultimately, the importance of these codes in the context of love interest selection is subjective and can differ from person to person.","When it comes to choosing a love interest, prioritize personal happiness over adherence to the ""bro code"" or ""girl code.""",0.012385946678003724,0.25,0.7619971036911011,0.0,0.0,0.6501873522996903
1,"Do the ""bro code"" or ""girl code"" play a role in who you choose to date?","The ""bro code"" and ""girl code"" can play a role in who individuals choose to date, as these unwritten rules and social expectations can influence their decision-making process. However, it ultimately depends on the individual and their personal beliefs, priorities, and relationships with friends or peers who adhere to these codes.",Respect yourself and others.,"Do you think the ""bro code"" or ""girl code"" affects your dating preferences?","Yes, the ""bro code"" and ""girl code"" can influence dating preferences to some extent. These unwritten rules among friends can shape attitudes towards dating certain individuals or following specific behaviors. However, personal values and individual preferences ultimately play a more significant role in determining one's dating choices.",Adhere to friend's expectations when possible but prioritize personal values and preferences.,0.14406792358104037,0.3,0.830181360244751,0.017033186037639283,0.11764705882352941,0.760627591609955
1,"Is the ""bro code"" or ""girl code"" relevant in determining your love interest?","The ""bro code"" and ""girl code"" can hold influence in determining your love interest to a certain extent, as they outline certain unwritten rules and expectations within friendship groups. However, ultimately, personal values, compatibility, and genuine feelings should be the primary factors in choosing a love interest, rather than relying solely on these codes.","Choose your love interest based on personal values, compatibility, and genuine feelings, rather than relying on unwritten ""bro code"" and ""girl code"" expectations.","Is the ""bro code"" or ""girl code"" relevant when it comes to choosing your love interest?","The relevance of the ""bro code"" or ""girl code"" when it comes to choosing a love interest varies depending on personal beliefs and values. Some individuals may prioritize loyalty and respect among friends, while others may prioritize their own happiness and compatibility with a potential partner. Ultimately, the importance of these codes in the context of love interest selection is subjective and can differ from person to person.","When it comes to choosing a love interest, prioritize personal happiness over adherence to the ""bro code"" or ""girl code.""",0.027073042988569728,0.22950819672131148,0.9207984209060669,0.022040532000022112,0.37209302325581395,0.9067299723625184
1,"Is the ""bro code"" or ""girl code"" relevant in determining your love interest?","The ""bro code"" and ""girl code"" can hold influence in determining your love interest to a certain extent, as they outline certain unwritten rules and expectations within friendship groups. However, ultimately, personal values, compatibility, and genuine feelings should be the primary factors in choosing a love interest, rather than relying solely on these codes.","Choose your love interest based on personal values, compatibility, and genuine feelings, rather than relying on unwritten ""bro code"" and ""girl code"" expectations.","Do you think the ""bro code"" or ""girl code"" affects your dating preferences?","Yes, the ""bro code"" and ""girl code"" can influence dating preferences to some extent. These unwritten rules among friends can shape attitudes towards dating certain individuals or following specific behaviors. However, personal values and individual preferences ultimately play a more significant role in determining one's dating choices.",Adhere to friend's expectations when possible but prioritize personal values and preferences.,0.11812058004227398,0.33333333333333337,0.7336666584014893,0.008099349011360245,0.16666666666666669,0.6539645910263062
1,"Is the ""bro code"" or ""girl code"" relevant when it comes to choosing your love interest?","The relevance of the ""bro code"" or ""girl code"" when it comes to choosing a love interest varies depending on personal beliefs and values. Some individuals may prioritize loyalty and respect among friends, while others may prioritize their own happiness and compatibility with a potential partner. Ultimately, the importance of these codes in the context of love interest selection is subjective and can differ from person to person.","When it comes to choosing a love interest, prioritize personal happiness over adherence to the ""bro code"" or ""girl code.""","Do you think the ""bro code"" or ""girl code"" affects your dating preferences?","Yes, the ""bro code"" and ""girl code"" can influence dating preferences to some extent. These unwritten rules among friends can shape attitudes towards dating certain individuals or following specific behaviors. However, personal values and individual preferences ultimately play a more significant role in determining one's dating choices.",Adhere to friend's expectations when possible but prioritize personal values and preferences.,0.020482192232925592,0.20689655172413793,0.6929870843887329,0.020466639922304013,0.18181818181818185,0.6222546458244325
